P1020171.png,Places365_test_00008640_mask001.png,214,12
P1020177.png,Places365_test_00107849_mask001.png,54,200
P1020816.png,Places365_test_00021034_mask001.png,22,23
P1020817.png,Places365_test_00287066_mask002.png,103,112
P1020819.png,Places365_test_00123575_mask001.png,15,59
P1020822.png,Places365_test_00259285_mask000.png,12,48
P1020824.png,Places365_test_00077075_mask004.png,55,183
P1020825.png,Places365_test_00233320_mask003.png,174,24
P1020826.png,Places365_test_00190272_mask000.png,73,18
P1020828.png,Places365_test_00311421_mask001.png,21,148
P1020829.png,Places365_test_00116954_mask003.png,162,56
P1020830.png,Places365_test_00165409_mask001.png,102,29
P1020831.png,Places365_test_00276192_mask002.png,179,94
P1020833.png,Places365_test_00313216_mask000.png,76,97
P1020838.png,Places365_test_00166153_mask000.png,45,89
P1020839.png,Places365_test_00142778_mask001.png,36,177
P1020841.png,Places365_test_00027411_mask000.png,290,137
P1020845.png,Places365_test_00281335_mask002.png,35,16
P1020847.png,Places365_test_00009991_mask001.png,17,2
P1020848.png,Places365_test_00056331_mask000.png,56,32
P1020854.png,Places365_test_00161629_mask015.png,225,45
P1020856.png,Places365_test_00046922_mask000.png,106,152
P1020860.png,Places365_test_00289111_mask002.png,155,63
P1020861.png,Places365_test_00044390_mask000.png,77,20
P1020867.png,Places365_test_00131353_mask000.png,0,295
P1020871.png,Places365_test_00073797_mask001.png,229,2
P1020872.png,Places365_test_00070694_mask001.png,52,113
P1020887.png,Places365_test_00276952_mask000.png,33,208
P1020912.png,Places365_test_00006953_mask000.png,26,89
P1020928.png,Places365_test_00022644_mask000.png,33,273
P1030001.png,Places365_test_00327158_mask000.png,59,178
P1030004.png,Places365_test_00151918_mask003.png,220,53
P1040779.png,Places365_test_00246076_mask003.png,190,53
P1040783.png,Places365_test_00226273_mask000.png,124,65
P1040788.png,Places365_test_00155639_mask000.png,20,37
P1040795.png,Places365_test_00131739_mask000.png,79,121
P1040798.png,Places365_test_00016883_mask000.png,230,123
P1040801.png,Places365_test_00023941_mask004.png,12,16
P1040811.png,Places365_test_00063681_mask001.png,24,1
P1040812.png,Places365_test_00243897_mask001.png,42,325
P1040813.png,Places365_test_00170181_mask000.png,202,169
P1040814.png,Places365_test_00296586_mask001.png,25,96
P1040815.png,Places365_test_00042845_mask000.png,153,268
P1040817.png,Places365_test_00048941_mask003.png,119,8
P1040818.png,Places365_test_00291356_mask000.png,37,95
P1040819.png,Places365_test_00157864_mask001.png,167,32
P1040822.png,Places365_test_00045922_mask005.png,107,178
P1040823.png,Places365_test_00327783_mask000.png,70,250
P1040825.png,Places365_test_00187943_mask001.png,39,290
P1040826.png,Places365_test_00199047_mask001.png,190,4
P1040829.png,Places365_test_00051594_mask000.png,53,63
P1040833.png,Places365_test_00133547_mask001.png,1,130
P1040839.png,Places365_test_00040637_mask002.png,191,189
P1040843.png,Places365_test_00282268_mask003.png,33,46
P1040845.png,Places365_test_00132112_mask000.png,78,80
P1040850.png,Places365_test_00134528_mask004.png,206,189
P1040853.png,Places365_test_00135290_mask015.png,135,157
P1040854.png,Places365_test_00149310_mask002.png,322,87
P1040855.png,Places365_test_00142368_mask000.png,9,293
P1040856.png,Places365_test_00268260_mask000.png,162,210
P1040860.png,Places365_test_00056670_mask001.png,102,230
P1040862.png,Places365_test_00128189_mask000.png,215,25
P1040863.png,Places365_test_00009272_mask005.png,75,27
P1040870.png,Places365_test_00251796_mask000.png,60,301
P1080005.png,Places365_test_00251088_mask000.png,139,68
P1080008.png,Places365_test_00282001_mask000.png,64,28
P1080011.png,Places365_test_00155978_mask000.png,45,70
P1080015.png,Places365_test_00141831_mask001.png,140,29
P1080018.png,Places365_test_00121821_mask001.png,53,1
P1080020.png,Places365_test_00107919_mask000.png,252,184
P1080021.png,Places365_test_00218668_mask002.png,78,8
P1080023.png,Places365_test_00246469_mask002.png,26,339
P1080025.png,Places365_test_00283747_mask002.png,216,227
P1080031.png,Places365_test_00169697_mask000.png,76,105
P1080032.png,Places365_test_00286280_mask000.png,26,70
P1080033.png,Places365_test_00325618_mask001.png,211,254
P1080036.png,Places365_test_00053017_mask001.png,177,21
P1080045.png,Places365_test_00137765_mask001.png,0,170
P1080047.png,Places365_test_00252843_mask007.png,138,27
P1080049.png,Places365_test_00311708_mask002.png,136,32
P1080053.png,Places365_test_00236345_mask003.png,16,250
P1080055.png,Places365_test_00321166_mask001.png,52,302
P1080056.png,Places365_test_00296995_mask000.png,116,12
P1080057.png,Places365_test_00011655_mask002.png,224,27
P1080062.png,Places365_test_00009567_mask002.png,13,242
P1080063.png,Places365_test_00278074_mask003.png,270,236
P1080074.png,Places365_test_00199139_mask008.png,351,60
P1080077.png,Places365_test_00098301_mask000.png,29,216
P1080078.png,Places365_test_00275501_mask001.png,1,260
P1080079.png,Places365_test_00246919_mask000.png,210,188
P1080084.png,Places365_test_00045854_mask002.png,96,19
P1080091.png,Places365_test_00286230_mask002.png,232,44
P1080092.png,Places365_test_00122508_mask001.png,186,225
P1080093.png,Places365_test_00180798_mask000.png,58,136
P1080096.png,Places365_test_00098628_mask000.png,142,175
P1080100.png,Places365_test_00269719_mask002.png,248,241
P1080104.png,Places365_test_00070621_mask003.png,11,93
P1080106.png,Places365_test_00034259_mask001.png,64,37
P1080111.png,Places365_test_00232340_mask002.png,1,74
P1080113.png,Places365_test_00025668_mask003.png,171,194
P1080116.png,Places365_test_00084874_mask000.png,93,41
P1080119.png,Places365_test_00180528_mask001.png,48,6
