00031546_0.png,Places365_test_00038918_mask001.png,37,79
00031591_0.png,Places365_test_00253622_mask004.png,70,163
00031608_0.png,Places365_test_00041021_mask013.png,348,62
00031697_0.png,Places365_test_00284127_mask000.png,76,202
00031723_0.png,Places365_test_00224913_mask001.png,165,30
00031797_0.png,Places365_test_00238360_mask004.png,280,274
00031810_0.png,Places365_test_00289165_mask000.png,348,172
00031811_0.png,Places365_test_00019279_mask000.png,371,130
00031841_0.png,Places365_test_00250695_mask001.png,7,76
00031975_0.png,Places365_test_00310668_mask000.png,76,67
00032053_0.png,Places365_test_00278894_mask002.png,203,400
00033036_0.png,Places365_test_00069355_mask000.png,125,178
00033307_0.png,Places365_test_00189916_mask010.png,179,299
00033365_0.png,Places365_test_00298967_mask008.png,303,153
00033445_0.png,Places365_test_00267759_mask001.png,268,106
00033539_0.png,Places365_test_00151824_mask001.png,79,361
00033873_0.png,Places365_test_00049984_mask003.png,207,6
00034439_0.png,Places365_test_00311033_mask000.png,5,38
00035148_0.png,Places365_test_00320332_mask018.png,339,283
00035223_0.png,Places365_test_00231423_mask004.png,85,212
00035228_0.png,Places365_test_00022983_mask000.png,220,122
00035326_0.png,Places365_test_00295670_mask003.png,31,325
00035343_0.png,Places365_test_00041381_mask004.png,160,133
00035585_0.png,Places365_test_00072893_mask007.png,419,247
00035608_0.png,Places365_test_00256388_mask002.png,71,189
00035610_0.png,Places365_test_00210211_mask016.png,106,28
00035796_0.png,Places365_test_00261996_mask001.png,179,152
00036227_0.png,Places365_test_00183918_mask009.png,30,50
00036228_0.png,Places365_test_00244811_mask002.png,11,140
00036242_0.png,Places365_test_00226973_mask005.png,68,271
00036277_0.png,Places365_test_00090284_mask000.png,148,31
00036384_0.png,Places365_test_00225945_mask003.png,35,246
00036517_0.png,Places365_test_00147961_mask015.png,259,17
00036609_0.png,Places365_test_00034057_mask001.png,231,61
00036796_0.png,Places365_test_00266093_mask002.png,66,238
00036808_0.png,Places365_test_00185816_mask001.png,45,74
00036868_0.png,Places365_test_00215612_mask000.png,386,44
00036977_0.png,Places365_test_00030559_mask003.png,91,85
00037040_0.png,Places365_test_00313604_mask005.png,76,337
00037045_0.png,Places365_test_00142925_mask003.png,100,240
00037060_0.png,Places365_test_00176666_mask000.png,83,149
00037075_0.png,Places365_test_00058360_mask009.png,154,261
00037184_0.png,Places365_test_00122555_mask003.png,327,50
00037187_0.png,Places365_test_00038171_mask022.png,241,218
00037205_0.png,Places365_test_00209499_mask000.png,16,225
00037212_0.png,Places365_test_00030063_mask009.png,353,384
00037254_0.png,Places365_test_00245603_mask008.png,266,297
00037266_0.png,Places365_test_00050793_mask000.png,119,243
00037344_0.png,Places365_test_00033495_mask002.png,55,224
00037363_0.png,Places365_test_00142326_mask001.png,294,46
00037370_0.png,Places365_test_00011420_mask001.png,3,41
00037538_0.png,Places365_test_00084017_mask000.png,6,7
00037578_0.png,Places365_test_00280306_mask004.png,125,319
00037836_0.png,Places365_test_00259760_mask000.png,50,402
00037858_0.png,Places365_test_00317491_mask003.png,214,12
00037869_0.png,Places365_test_00058142_mask000.png,141,34
00038534_0.png,Places365_test_00208920_mask000.png,76,233
00039869_0.png,Places365_test_00013824_mask000.png,124,57
00050273_0.png,Places365_test_00097925_mask009.png,16,194
00051420_0.png,Places365_test_00154929_mask002.png,234,71
00051464_0.png,Places365_test_00018018_mask003.png,170,149
00051538_0.png,Places365_test_00050814_mask001.png,292,115
